X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
1068,Tradisi kopi,5,1,Coffee shop,-5.1581488,119.4363058,"Badan Sertifikasi Keselamatan dan Kesehatan Kerja Daerah, Jalan Andi Pangeran Pettarani, Cilallang, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24946092,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192963151,-5.1582453,119.4361844,amenity,public_building,30,5.50019073776916e-05,amenity,Badan Sertifikasi Keselamatan dan Kesehatan Kerja Daerah,Badan Sertifikasi Keselamatan dan Kesehatan Kerja Daerah,Jalan Andi Pangeran Pettarani,Cilallang,Buakana,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1583884|-5.1580944|119.4360436|119.4363246,,,,,,,,,,,,,,,,,,,,,
1069,Mahkota Makassar,5,5,Coffee wholesaler,-5.1331137,119.4270531,"Jalan Mesjid Raya, Tompo Balang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",24899688,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577914175,-5.1330503,119.4272215,highway,trunk,26,0.053388335240711,road,Jalan Mesjid Raya,,Jalan Mesjid Raya,,Tompo Balang,Bontoala,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90151,Indonesia,id,-5.1346285|-5.1323731|119.4270020|119.4278432,,,,,,,,,,,,,,,,,,,,,
1070,KOPI KHASTA,4.7,82,Restaurant,-5.1351039,119.448147,"Jalan Inspeksi Canal Pampang, Pampang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",24742023,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1072162137,-5.1350555,119.4481047,highway,residential,26,0.053388335240711,road,Jalan Inspeksi Canal Pampang,,Jalan Inspeksi Canal Pampang,Pampang,Pampang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90232,Indonesia,id,-5.1359865|-5.1341985|119.4469809|119.4490955,,,,,,,,,,,,,,,,,,,,,
1071,Kopi Dg. Sija Mapala Satu Sembilan,4.8,32,Cafe,-5.1681785,119.437697,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",25056159,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,576937767,-5.1681713,119.4376283,highway,residential,26,0.053388335240711,road,"",,,Bonto Teʼne,Tidung,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1681745|-5.1671492|119.4376280|119.4377334,,,,,,,,,,,,,,,,,,,,,
1072,Kopi Mojaa,5,1,Coffee shop,-5.1367865,119.4433773,"Pampang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",24868490,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,576590290,-5.1368400,119.4433607,highway,residential,26,0.053388335240711,road,"",,,Pampang,Pampang,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90216,Indonesia,id,-5.1370140|-5.1368213|119.4433005|119.4438013,,,,,,,,,,,,,,,,,,,,,
1073,Umbra Coffee & Roastery,4.7,266,Coffee shop,-5.1563994,119.4210322,"Jalan Tupai, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",423689905,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190729810,-5.1564222,119.4211233,highway,tertiary,26,0.053388335240711,road,Jalan Tupai,,Jalan Tupai,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1646851|-5.1560105|119.4192295|119.4212264,,,,,,,,,,,,,,,,,,,,,
1074,Skena Coffee,4.7,180,Coffee shop,-5.1487837,119.4146447,"Jalan Andi Mappanyukki, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24692996,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758291,-5.1487992,119.4144807,highway,tertiary,26,0.053388335240711,road,Jalan Andi Mappanyukki,,Jalan Andi Mappanyukki,,Kunjung Mae,Mariso,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1553417|-5.1484105|119.4144440|119.4148842,,,,,,,,,,,,,,,,,,,,,
1075,Aming Coffee Makasar,4.8,296,Coffee shop,-5.1486737,119.414617,"Jalan Andi Mappanyukki, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24965058,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190758291,-5.1486876,119.4144702,highway,tertiary,26,0.053388335240711,road,Jalan Andi Mappanyukki,,Jalan Andi Mappanyukki,,Kunjung Mae,Mariso,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1553417|-5.1484105|119.4144440|119.4148842,,,,,,,,,,,,,,,,,,,,,
1076,Anomali Coffee Ratulangi,4.5,1636,Coffee shop,-5.1581398,119.4164025,"warkop poenham, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",25158403,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,317606854,-5.1580445,119.4163554,amenity,cafe,30,5.50019073776916e-05,amenity,warkop poenham,warkop poenham,Jalan Sam Ratulangi,,Bonto Biraeng,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1581260|-5.1579764|119.4162511|119.4164577,,,,,,,,,,,,,,,,,,,,,
1078,Eskopi Monginsidi,4.9,200,Coffee shop,-5.1484951,119.4228794,"Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",422426036,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,738406923,-5.1486161,119.4228602,highway,tertiary,26,0.053388335240711,road,Jalan Monginsidi,,Jalan Monginsidi,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1488633|-5.1484123|119.4216315|119.4249344,,,,,,,,,,,,,,,,,,,,,
1079,The hills coffee,4.1,232,Coffee shop,-5.1562683,119.4219439,"Jalan Serigala, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",25321313,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190729809,-5.1562893,119.4220416,highway,residential,26,0.053388335240711,road,Jalan Serigala,,Jalan Serigala,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1649066|-5.1561843|119.4200390|119.4220642,,,,,,,,,,,,,,,,,,,,,
1080,Kopi Konnichiwa - Singa,4.8,232,Coffee shop,-5.1587126,119.4190489,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",24807953,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190729768,-5.1585252,119.4190760,highway,residential,26,0.053388335240711,road,Jalan Singa,,Jalan Singa,,Bonto Biraeng,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1594205|-5.1581819|119.4173683|119.4225635,,,,,,,,,,,,,,,,,,,,,
1081,Kopi Kenangan - Ruko Monginsidi Makassar,4.7,133,Coffee shop,-5.1483485,119.4192213,"Haji La Tunrung, Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24745627,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5358020621,-5.1482375,119.4194066,amenity,bureau_de_change,30,5.50019073776916e-05,amenity,Haji La Tunrung,Haji La Tunrung,Jalan Monginsidi,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1482875|-5.1481875|119.4193566|119.4194566,,,,,,,,,,,,,,,,,,,,,
1082,Kapakata Coffee Roaster,4.9,47,Cafe,-5.1461227,119.4178534,"Jalan G. Batu Putih Lorong 1, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24892412,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,747196510,-5.1461289,119.4177412,highway,residential,26,0.053388335240711,road,Jalan G. Batu Putih Lorong 1,,Jalan G. Batu Putih Lorong 1,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1467374|-5.1455949|119.4177119|119.4177745,,,,,,,,,,,,,,,,,,,,,
1083,Eunoia Coffee,4.8,42,Coffee shop,-5.1463569,119.4198763,"Jalan Kijang, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",401834599,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1367242302,-5.1463555,119.4198115,highway,residential,26,0.053388335240711,road,Jalan Kijang,,Jalan Kijang,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1471007|-5.1459573|119.4198049|119.4198203,,,,,,,,,,,,,,,,,,,,,
1084,Warkop KO HENG,4.6,735,Coffee shop,-5.1423791,119.4212853,"Parahita Diagnostic Center, Jalan G. Latimojong, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24825975,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197318534,-5.1424388,119.4213163,healthcare,clinic,30,5.50019073776916e-05,healthcare,Parahita Diagnostic Center,,Jalan G. Latimojong,,Maradekaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1424789|-5.1423987|119.4212384|119.4213942,,,,,,,,,,,,,,,,,,,,Parahita Diagnostic Center,
1085,La Buana Cafe & Resto,4.1,1090,Coffee shop,-5.1352819,119.4327144,"Jalan Kompleks Perindustrian, Maccini, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",24837126,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195296161,-5.1352501,119.4327765,amenity,cafe,30,5.50019073776916e-05,amenity,"",,Jalan Kompleks Perindustrian,,Maccini,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90152,Indonesia,id,-5.1353667|-5.1351336|119.4326688|119.4328841,,,,,,,,,,,,,,,,,,,,,
1086,BOHO KOPI,4.4,49,Coffee shop,-5.1464322,119.4219597,"RSIA ELIM MAKASSAR, Jalan S. Saddang Lama, Pisang Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24851376,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,938069916,-5.1466624,119.4221165,amenity,hospital,30,5.50019073776916e-05,amenity,RSIA ELIM MAKASSAR,RSIA ELIM MAKASSAR,Jalan S. Saddang Lama,,Pisang Selatan,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1469782|-5.1463543|119.4219117|119.4223126,,,,,,,,,,,,,,,,,,,,,
1087,Pyur For You Coffee,4.7,68,Coffee shop,-5.1564371,119.4226852,"Kantor Pos Mamajang, Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24898649,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193310918,-5.1564870,119.4225275,amenity,post_office,30,5.50019073776916e-05,amenity,Kantor Pos Mamajang,Kantor Pos Mamajang,Jalan Onta Baru,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1565920|-5.1563821|119.4224260|119.4226289,,,,,,,,,,,,,,,,,,,,,
1088,Suhu Kopi Makassar,4.6,26,Coffee shop,-5.1435721,119.4213723,"Klinik Buah Hatiku, Jalan G. Latimojong, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24749915,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197318965,-5.1435177,119.4214588,amenity,clinic,30,5.50019073776916e-05,amenity,Klinik Buah Hatiku,Klinik Buah Hatiku,Jalan G. Latimojong,,Maradekaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1435858|-5.1434495|119.4213597|119.4215578,,,,,,,,,,,,,,,,,,,,,
1089,Cocospace Cafe,4.9,796,Cafe,-5.1518531,119.4202939,"Barts Goods (@barts.goods), No. 25b, Jalan Lanto Daeng Pasewang, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",25050384,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,8711212263,-5.1519513,119.4193012,shop,supermarket,30,5.50019073776916e-05,shop,Barts Goods (@barts.goods),,Jalan Lanto Daeng Pasewang,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1520013|-5.1519013|119.4192512|119.4193512,,Barts Goods (@barts.goods),,,No. 25b,,,,,,,,,,,,,,,,
1090,LaMierra Coffee and records,4.9,35,Coffee shop,-5.1501327,119.4212447,"Jalan Domba, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",406489662,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808530,-5.1502340,119.4212330,highway,unclassified,26,0.053388335240711,road,Jalan Domba,,Jalan Domba,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1507257|-5.1499150|119.4187810|119.4242205,,,,,,,,,,,,,,,,,,,,,
1091,Stone House Cafe & Co Working Space,4.3,104,Coffee shop,-5.1470257,119.420449,"Jalan G. Batu Putih, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24520984,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190716979,-5.1471948,119.4204230,highway,unclassified,26,0.053388335240711,road,Jalan G. Batu Putih,,Jalan G. Batu Putih,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1474173|-5.1466586|119.4154507|119.4215678,,,,,,,,,,,,,,,,,,,,,
1092,KOPITIAM MAKASSAR - HAJI BAU,4.6,805,Cafe,-5.1487725,119.412826,"Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",25069400,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,710884895,-5.1487598,119.4129992,highway,secondary,26,0.053388335240711,road,Jalan Opu Daeng Risadju,,Jalan Opu Daeng Risadju,,Kunjung Mae,Mariso,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1612402|-5.1486532|119.4129914|119.4138075,,,,,,,,,,,,,,,,,,,,,
1093,Saruga Kopitiam,4.9,18,Coffee shop,-5.1485855,119.4222243,"Jalan Gajah, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24969120,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808541,-5.1485929,119.4222673,highway,residential,26,0.053388335240711,road,Jalan Gajah,,Jalan Gajah,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1503519|-5.1475565|119.4221771|119.4224068,,,,,,,,,,,,,,,,,,,,,
1094,Kedai Innong,4.5,1380,Coffee shop,-5.132407,119.406228,"Jalan Riburane, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",25057911,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195835734,-5.1323509,119.4062546,highway,trunk,26,0.053388335240711,road,Jalan Riburane,,Jalan Riburane,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1327129|-5.1319345|119.4053014|119.4067358,,,,,,,,,,,,,,,,,,,,,
1095,PENANG COFFEE,4.6,14,Coffee shop,-5.1375628,119.4201612,"Jalan Gunung Latimojong, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",25065308,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808548,-5.1375473,119.4202537,highway,secondary,26,0.053388335240711,road,Jalan Gunung Latimojong,,Jalan Gunung Latimojong,,Lariang Bangi,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90154,Indonesia,id,-5.1462017|-5.1351584|119.4198291|119.4213810,,,,,,,,,,,,,,,,,,,,,
1096,Kedai Lawas Monginsidi,4.9,746,Coffee shop,-5.1487871,119.4234052,"Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",422432315,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,738406923,-5.1486961,119.4234178,highway,tertiary,26,0.053388335240711,road,Jalan Monginsidi,,Jalan Monginsidi,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1488633|-5.1484123|119.4216315|119.4249344,,,,,,,,,,,,,,,,,,,,,
1097,Disini Kopi Makassar,4.6,17,Coffee shop,-5.159082,119.4203243,"Sd Muhammadiyah, Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",25061206,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193310932,-5.1589054,119.4201397,amenity,school,30,5.50019073776916e-05,amenity,Sd Muhammadiyah,Sd Muhammadiyah,Jalan Singa,,Bonto Biraeng,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1589872|-5.1588256|119.4200093|119.4202724,,,,,,,,,,,,,,,,,,,,,
1098,Arma Cafe,4.4,377,Coffee shop,-5.1637899,119.4235217,"Alfamart, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",24917521,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192963136,-5.1638673,119.4235856,shop,supermarket,30,5.50019073776916e-05,shop,Alfamart,,Jalan Andi Djemma,,Banta-Bantaeng,Rappocini,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90221,Indonesia,id,-5.1639890|-5.1637330|119.4235041|119.4236677,,Alfamart,,,,,,,,,,,,,,,,,,,
1099,BRANDA KOPI,4.8,48,Coffee shop,-5.1562406,119.422155,"Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",26354749,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,38568871,-5.1562072,119.4221628,highway,residential,26,0.053388335240711,road,Jalan Onta Baru,,Jalan Onta Baru,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1566093|-5.1558461|119.4175085|119.4236716,,,,,,,,,,,,,,,,,,,,,
1100,EIGHTEEN Eatery,4.7,406,Asian,-5.15163,119.4216345,"Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",25815555,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808707,-5.1516223,119.4217951,highway,secondary,26,0.053388335240711,road,Jalan Rusa,,Jalan Rusa,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1519733|-5.1484123|119.4216315|119.4218118,,,,,,,,,,,,,,,,,,,,,
1101,KOPI OM BROTO,4.7,45,Coffee shop,-5.1495961,119.4218196,"Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24921970,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808707,-5.1496022,119.4216868,highway,secondary,26,0.053388335240711,road,Jalan Rusa,,Jalan Rusa,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1519733|-5.1484123|119.4216315|119.4218118,,,,,,,,,,,,,,,,,,,,,
1102,MCH Merapi,4.2,162,Coffee shop,-5.1463383,119.4178804,"Jalan G. Batu Putih Lorong 1, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24736986,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,747196510,-5.1463453,119.4177530,highway,residential,26,0.053388335240711,road,Jalan G. Batu Putih Lorong 1,,Jalan G. Batu Putih Lorong 1,,Maricaya Baru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1467374|-5.1455949|119.4177119|119.4177745,,,,,,,,,,,,,,,,,,,,,
1103,Sana Sini Kopi,4.6,58,Coffee shop,-5.1403591,119.4287012,"Jalan Kerung-Kerung lr. 12, Bara-Baraya Utara, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",24852046,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1024432483,-5.1403639,119.4287466,highway,residential,26,0.053388335240711,road,Jalan Kerung-Kerung lr. 12,,Jalan Kerung-Kerung lr. 12,,Bara-Baraya Utara,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90143,Indonesia,id,-5.1413334|-5.1402365|119.4286608|119.4287601,,,,,,,,,,,,,,,,,,,,,
1104,Fur Coffee,4.6,28,Coffee shop,-5.1602806,119.421027,"Jalan Serigala Lorong 9, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",24740998,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577028674,-5.1602323,119.4210395,highway,residential,26,0.053388335240711,road,Jalan Serigala Lorong 9,,Jalan Serigala Lorong 9,,Mamajang Dalam,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1602579|-5.1600410|119.4203018|119.4211383,,,,,,,,,,,,,,,,,,,,,
1105,Kopirong Coffee Roaster,4.9,89,Coffee store,-5.1663892,119.418959,"Jalan Andi Mappaodang, Bonto Kamase, Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",25696528,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,38579452,-5.1663667,119.4189021,highway,tertiary,26,0.053388335240711,road,Jalan Andi Mappaodang,,Jalan Andi Mappaodang,Bonto Kamase,Parang,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90235,Indonesia,id,-5.1801710|-5.1654616|119.4112439|119.4191162,,,,,,,,,,,,,,,,,,,,,
1106,Lidi Kopi,4.5,154,Coffee shop,-5.1506087,119.421881,"Klinik Waras, Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",24809476,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195897852,-5.1506979,119.4219600,amenity,clinic,30,5.50019073776916e-05,amenity,Klinik Waras,Klinik Waras,Jalan Rusa,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1507445|-5.1506288|119.4218426|119.4220788,,,,,,,,,,,,,,,,,,,,,
1107,ARNUM Warung Kopi,4.7,308,Coffee shop,-5.1562167,119.4210161,"Jalan Tupai, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",423689905,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190729810,-5.1562541,119.4211654,highway,tertiary,26,0.053388335240711,road,Jalan Tupai,,Jalan Tupai,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1646851|-5.1560105|119.4192295|119.4212264,,,,,,,,,,,,,,,,,,,,,
1108,Point Coffee,4.6,33,Coffee shop,-5.1378976,119.420473,"Jalan G. Latimojong, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24880136,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577985377,-5.1379093,119.4204118,highway,secondary,26,0.053388335240711,road,Jalan G. Latimojong,,Jalan G. Latimojong,,Lariang Bangi,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1462122|-5.1337089|119.4196926|119.4214807,,,,,,,,,,,,,,,,,,,,,
1109,Uncle Jo Coffee & Bike,4.7,46,Coffee shop,-5.1371029,119.420867,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24868806,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577914226,-5.1371863,119.4208655,highway,residential,26,0.053388335240711,road,"",,,,Lariang Bangi,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1372071|-5.1371817|119.4202816|119.4226862,,,,,,,,,,,,,,,,,,,,,
1110,Point Coffee,4.2,23,Coffee shop,-5.1453285,119.4147449,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24860086,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,580731321,-5.1451916,119.4147618,highway,secondary,26,0.053388335240711,road,Jalan Karunrung,,Jalan Karunrung,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1452522|-5.1449991|119.4133073|119.4152527,,,,,,,,,,,,,,,,,,,,,
1111,Kiyan Space,4.9,60,Coffee shop,-5.1492338,119.4188021,"Jalan Pelanduk, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",24912844,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190808782,-5.1492372,119.4187451,highway,residential,26,0.053388335240711,road,Jalan Pelanduk,,Jalan Pelanduk,,Maricaya,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1520294|-5.1479556|119.4186723|119.4188185,,,,,,,,,,,,,,,,,,,,,
