X,name...2,rating,num_reviewers,type...5,lat,long,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,class,type...16,place_rank,importance,addresstype,name...20,amenity,road,hamlet,suburb,city_district,city,state,ISO3166-2-lvl4,region,ISO3166-2-lvl3,postcode,country,country_code,boundingbox,residential,shop,tourism,commercial,house_number,building,district,office,village,retail,neighbourhood,leisure,historic,municipality,town,county,man_made,place,industrial,healthcare,city_block
589,Kobass Coffee Makassar,4.5,51,Cafe,-5.1317645,119.4049899,"Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24708129,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195723801,-5.1317812,119.4051625,highway,trunk,26,0.053388335240711,road,"",,,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1318430|-5.1316992|119.4051582|119.4053089,,,,,,,,,,,,,,,,,,,,,
590,Kopi Ujung PIPO,4.8,4,Coffee shop,-5.1528431,119.4036574,"The Rinra Hotel, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",24834772,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,768427248,-5.1528900,119.4037257,tourism,hotel,30,5.50019073776916e-05,tourism,The Rinra Hotel,,Jalan Metro Tanjung Bunga,,Lette,Mariso,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90134,Indonesia,id,-5.1532207|-5.1525328|119.4032373|119.4042364,,,The Rinra Hotel,,,,,,,,,,,,,,,,,,
591,ULU Kopi,4.9,13,Coffee shop,-5.1465644,119.4117199,"Jalan Jambu, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24849060,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853810,-5.1465580,119.4118336,highway,residential,26,0.053388335240711,road,Jalan Jambu,,Jalan Jambu,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1472939|-5.1462216|119.4118146|119.4118751,,,,,,,,,,,,,,,,,,,,,
592,SaintMary Coffee,4.7,75,Coffee shop,-5.1397412,119.4198594,"Roxy Advertising, 46, Jalan Sungai Pareman, Lajangiru, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",24650017,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195660380,-5.1395329,119.4198856,building,commercial,30,5.50019073776916e-05,building,Roxy Advertising,,Jalan Sungai Pareman,,Lajangiru,Makassar,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90145,Indonesia,id,-5.1396468|-5.1394097|119.4197869|119.4199840,,,,,46,Roxy Advertising,,,,,,,,,,,,,,,
593,Bothlaim Space,4.4,186,Coffee shop,-5.1435464,119.4126787,"Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25036567,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,553886968,-5.1435781,119.4126001,highway,tertiary,26,0.053388335240711,road,Jalan Botolempangan,,Jalan Botolempangan,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1446278|-5.1411581|119.4116677|119.4130210,,,,,,,,,,,,,,,,,,,,,
594,Es Putar Papabon,4.5,1849,Coffee shop,-5.1407346,119.4093282,"Jalan Dg. Tompo, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25701768,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853746,-5.1407594,119.4092226,highway,residential,26,0.053388335240711,road,Jalan Dg. Tompo,,Jalan Dg. Tompo,,Maloku,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1434882|-5.1403267|119.4091210|119.4098720,,,,,,,,,,,,,,,,,,,,,
595,Terima Kasih Kopi,4.4,318,Coffee shop,-5.1416043,119.4095357,"Jalan Dg. Tompo, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25120986,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853746,-5.1416291,119.4094328,highway,residential,26,0.053388335240711,road,Jalan Dg. Tompo,,Jalan Dg. Tompo,,Maloku,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1434882|-5.1403267|119.4091210|119.4098720,,,,,,,,,,,,,,,,,,,,,
596,Republico,4.7,132,Coffee shop,-5.1450455,119.4107726,"Jalan Lamadukelleng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24936231,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853813,-5.1450613,119.4109116,highway,tertiary,26,0.053388335240711,road,Jalan Lamadukelleng,,Jalan Lamadukelleng,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1486090|-5.1433664|119.4108926|119.4111046,,,,,,,,,,,,,,,,,,,,,
597,Cafe dan Dapoer Sulawesi,4.3,549,Coffee shop,-5.1360555,119.4053195,"Dopoer Sulawesi, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24924912,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5952087967,-5.1360272,119.4053309,amenity,cafe,30,5.50019073776916e-05,amenity,Dopoer Sulawesi,Dopoer Sulawesi,Jalan Pattimura,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1360772|-5.1359772|119.4052809|119.4053809,,,,,,,,,,,,,,,,,,,,,
598,KOPI MAJU DJAYA,5,13,Coffee shop,-5.1354256,119.4066426,"Jalan Wage Rudolf Supratman, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24745878,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853804,-5.1353291,119.4066098,highway,tertiary,26,0.053388335240711,road,Jalan Wage Rudolf Supratman,,Jalan Wage Rudolf Supratman,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1354399|-5.1350806|119.4049330|119.4071630,,,,,,,,,,,,,,,,,,,,,
599,Rupa Kopi,4.7,43,Coffee shop,-5.1483531,119.4164679,"Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24630875,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577975811,-5.1483220,119.4166201,highway,residential,26,0.053388335240711,road,"",,,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1483596|-5.1481459|119.4165842|119.4166278,,,,,,,,,,,,,,,,,,,,,
600,Kedai Kopi Ko' Beng X Naa-Gih,4.8,115,Coffee shop,-5.1472472,119.410884,"Jalan Lamadukelleng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24936231,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853813,-5.1472388,119.4110055,highway,tertiary,26,0.053388335240711,road,Jalan Lamadukelleng,,Jalan Lamadukelleng,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1486090|-5.1433664|119.4108926|119.4111046,,,,,,,,,,,,,,,,,,,,,
601,Starbucks Pattimura Makassar,4.6,419,Coffee shop,-5.1362436,119.406812,"11, Jalan Samiun, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24461769,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5440843308,-5.1371630,119.4070838,place,house,30,5.50019073776916e-05,place,"",,Jalan Samiun,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1372130|-5.1371130|119.4070338|119.4071338,,,,,11,,,,,,,,,,,,,,,,
602,21 Coffee,4.7,16,Coffee shop,-5.1405898,119.4138169,"Jalan Sawerigading, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24630722,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919435,-5.1406247,119.4138249,highway,residential,26,0.053388335240711,road,Jalan Sawerigading,,Jalan Sawerigading,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1411581|-5.1404622|119.4116677|119.4145900,,,,,,,,,,,,,,,,,,,,,
603,Coffeeholic By Sija,4.1,751,Coffee shop,-5.1547699,119.4408156,"Jalan Topaz, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",24787888,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,578265897,-5.1547282,119.4408663,highway,residential,26,0.053388335240711,road,Jalan Topaz,,Jalan Topaz,Masale,Masale,Panakkukang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92300,Indonesia,id,-5.1551291|-5.1546373|119.4407915|119.4411960,,,,,,,,,,,,,,,,,,,,,
604,Kopi Saji,4.4,28,Cafe,-5.198123,119.4472785,"Ganesha Operation, Jalan Tumanurung, Pandang-Pandang, Somba Opu, Gowa, Sulawesi Selatan, Sulawesi, 92111, Indonesia",24802483,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,7883977366,-5.1981393,119.4474819,amenity,prep_school,30,4.87655451285117e-05,amenity,Ganesha Operation,Ganesha Operation,Jalan Tumanurung,,,,,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92111,Indonesia,id,-5.1981893|-5.1980893|119.4474319|119.4475319,,,,,,,Somba Opu,,,,Pandang-Pandang,,,Gowa,,,,,,,
605,ALADIN COFFEE ( biji kopi arabika robusta ),5,10,Coffee shop,-5.1317498,119.404793,"Gereja Segala Bangsa Misgabiel, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",406488191,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,12824935766,-5.1316171,119.4046594,amenity,place_of_worship,30,5.50019073776916e-05,amenity,Gereja Segala Bangsa Misgabiel,Gereja Segala Bangsa Misgabiel,Jalan Ujung Pandang,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1316671|-5.1315671|119.4046094|119.4047094,,,,,,,,,,,,,,,,,,,,,
606,KOPI KULS,4.6,33,Coffee shop,-5.1366955,119.4095612,"Jalan Thamrin, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24783093,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,137078263,-5.1366130,119.4095631,highway,tertiary,26,0.053388335240711,road,Jalan Thamrin,,Jalan Thamrin,,Baru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1366407|-5.1365980|119.4083422|119.4104849,,,,,,,,,,,,,,,,,,,,,
607,Coffee Ping,4.2,48,Coffee shop,-5.1359702,119.4049186,"Zona, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24839982,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5952087966,-5.1360135,119.4048657,amenity,cafe,30,5.50019073776916e-05,amenity,Zona,Zona,Jalan Ujung Pandang,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1360635|-5.1359635|119.4048157|119.4049157,,,,,,,,,,,,,,,,,,,,,
608,kedai kopi ujung,5,5,Coffee shop,-5.199243,119.4732511,"Paccinongang, Somba Opu, Gowa, Sulawesi Selatan, Sulawesi, 92113, Indonesia",24756134,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,700342761,-5.1994305,119.4731071,highway,residential,26,0.0533820988784619,road,"",,,,,,,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,92113,Indonesia,id,-5.1996618|-5.1994305|119.4729917|119.4731071,,,,,,,Somba Opu,,Paccinongang,,,,,Gowa,,,,,,,
609,Fireflies Coffee Pattimura,4.4,1108,Coffee shop,-5.1362346,119.4071538,"Black Canyon, Jalan Pattimura, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",396669478,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,192915945,-5.1363724,119.4071704,amenity,cafe,30,5.50019073776916e-05,amenity,Black Canyon,Black Canyon,Jalan Pattimura,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1364948|-5.1362758|119.4070972|119.4072557,,,,,,,,,,,,,,,,,,,,,
610,Maxx Coffee Ratulangi,4.5,158,Coffee shop,-5.1489624,119.4154333,"Jalan Sam Ratulangi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",406477489,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577975911,-5.1489445,119.4156890,highway,primary,26,0.053388335240711,road,Jalan Sam Ratulangi,,Jalan Sam Ratulangi,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90131,Indonesia,id,-5.1519406|-5.1483101|119.4156280|119.4160807,,,,,,,,,,,,,,,,,,,,,
611,LA•KU Patisserie,4.5,321,Cafe,-5.1337933,119.4044026,"Kampoeng Popsa, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",25062382,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,5952087965,-5.1337405,119.4044125,amenity,restaurant,30,5.50019073776916e-05,amenity,Kampoeng Popsa,Kampoeng Popsa,Jalan Ujung Pandang,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1337905|-5.1336905|119.4043625|119.4044625,,,,,,,,,,,,,,,,,,,,,
612,Warkop Turatea,4.5,552,Coffee shop,-5.1485083,119.4098298,"Hotel Kenari Pantai, Jalan Haji Bau, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24747615,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,819475354,-5.1483525,119.4097943,tourism,hotel,30,5.50019073776916e-05,tourism,Hotel Kenari Pantai,,Jalan Haji Bau,,Kunjung Mae,Mariso,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1485459|-5.1482508|119.4096863|119.4099169,,,Hotel Kenari Pantai,,,,,,,,,,,,,,,,,,
613,Orion Cafe,4.8,21,Coffee shop,-5.1422396,119.4183046,"Jalan Sungai Limboto, Lajangiru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",24968912,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,769506042,-5.1423107,119.4183115,highway,residential,26,0.053388335240711,road,Jalan Sungai Limboto,,Jalan Sungai Limboto,,Lajangiru,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90154,Indonesia,id,-5.1424110|-5.1421553|119.4174808|119.4210307,,,,,,,,,,,,,,,,,,,,,
614,PAPERCUP,4.8,37,Coffee shop,-5.1399234,119.4106613,"Jalan Chairil Anwar, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",25134349,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919434,-5.1400272,119.4106830,highway,residential,26,0.053388335240711,road,Jalan Chairil Anwar,,Jalan Chairil Anwar,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1401116|-5.1391225|119.4102790|119.4144103,,,,,,,,,,,,,,,,,,,,,
615,Corridor Coffee,4.8,39,Cafe,-5.1427128,119.4108224,"Jalan Lamadukelleng, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25815318,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,792048754,-5.1427042,119.4109012,highway,tertiary,26,0.053388335240711,road,Jalan Lamadukelleng,,Jalan Lamadukelleng,,Maloku,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1433664|-5.1414467|119.4107642|119.4109734,,,,,,,,,,,,,,,,,,,,,
616,Kedai Kopi Cengli,5,21,Coffee shop,-5.1435104,119.4083685,"Jalan Datu Musseng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24943839,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919520,-5.1436258,119.4083802,highway,tertiary,26,0.053388335240711,road,Jalan Datu Musseng,,Jalan Datu Musseng,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1436559|-5.1433664|119.4081623|119.4109734,,,,,,,,,,,,,,,,,,,,,
617,Cangkiri Koffie Tupai,4.3,118,Coffee shop,-5.158018,119.4208792,"Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",24697523,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,577028680,-5.1579017,119.4209003,highway,residential,26,0.053388335240711,road,"",,,,Mandala,Mamajang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90132,Indonesia,id,-5.1580365|-5.1575961|119.4197358|119.4216439,,,,,,,,,,,,,,,,,,,,,
618,Rumah Kopi 37,4.6,125,Coffee shop,-5.1418749,119.4120835,"Obonk, Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24822037,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193462274,-5.1418603,119.4121726,amenity,restaurant,30,5.50019073776916e-05,amenity,Obonk,Obonk,Jalan Botolempangan,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1420091|-5.1417410|119.4120520|119.4123180,,,,,,,,,,,,,,,,,,,,,
619,KOPI SAAP,4.9,12,Coffee shop,-5.1402136,119.4104498,"Fore Coffee, 53, Jalan Sultan Hasanuddin, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24751212,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193462253,-5.1409349,119.4109069,amenity,cafe,30,5.50019073776916e-05,amenity,Fore Coffee,Fore Coffee,Jalan Sultan Hasanuddin,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1410438|-5.1408116|119.4107513|119.4110537,,,,,53,,,,,,,,,,,,,,,,
620,NORDU Coffee Makassar,4.3,334,Cafe,-5.1427546,119.4142993,"Jalan Emmy Saelan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24849008,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,28919684,-5.1428709,119.4143296,highway,residential,26,0.053388335240711,road,Jalan Emmy Saelan,,Jalan Emmy Saelan,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1433113|-5.1427275|119.4124925|119.4148957,,,,,,,,,,,,,,,,,,,,,
621,Garasi Kopi A-24,5,12,Coffee shop,-5.1479455,119.417695,"Hotel Breeze Place, 26A, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",25043960,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,197295239,-5.1485494,119.4177829,building,yes,30,5.50019073776916e-05,building,Hotel Breeze Place,,Jalan Monginsidi,,Mangkura,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90142,Indonesia,id,-5.1486062|-5.1484926|119.4177260|119.4178398,,,,,26A,Hotel Breeze Place,,,,,,,,,,,,,,,
622,BossCu coffee,4.4,84,Coffee shop,-5.1442084,119.41259,"Kantor Kelurahan Sawerigading, Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",406489679,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,193462266,-5.1442469,119.4127132,amenity,townhall,30,5.50019073776916e-05,amenity,Kantor Kelurahan Sawerigading,Kantor Kelurahan Sawerigading,Jalan Botolempangan,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1443058|-5.1441880|119.4126479|119.4127784,,,,,,,,,,,,,,,,,,,,,
623,Goodfields Makassar,4.7,1276,Cafe,-5.1395574,119.4107145,"Hawker Resto, Jalan Chairil Anwar, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",24984781,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,12070099987,-5.1397924,119.4109175,amenity,restaurant,30,5.50019073776916e-05,amenity,Hawker Resto,Hawker Resto,Jalan Chairil Anwar,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90115,Indonesia,id,-5.1398424|-5.1397424|119.4108675|119.4109675,,,,,,,,,,,,,,,,,,,,,
624,Move Up,4.1,59,Coffee shop,-5.1413819,119.4094722,"Jalan Dg. Tompo, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25099091,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853746,-5.1414044,119.4093787,highway,residential,26,0.053388335240711,road,Jalan Dg. Tompo,,Jalan Dg. Tompo,,Maloku,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1434882|-5.1403267|119.4091210|119.4098720,,,,,,,,,,,,,,,,,,,,,
626,Benz Bakery & Cafe,4.4,618,Coffee shop,-5.1334867,119.4104597,"Pizza Ria Cafe, Jalan Jenderal Ahmad Yani, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24670972,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,195266446,-5.1332370,119.4104024,amenity,restaurant,30,5.50019073776916e-05,amenity,Pizza Ria Cafe,Pizza Ria Cafe,Jalan Jenderal Ahmad Yani,,Pattunuang,Wajo,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1333597|-5.1331142|119.4103177|119.4104870,,,,,,,,,,,,,,,,,,,,,
628,Dafarez Coffee,4.8,4,Coffee shop,-5.146918,119.409728,"Jalan Kelapa, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",24809192,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,169018477,-5.1469129,119.4098370,highway,residential,26,0.053388335240711,road,Jalan Kelapa,,Jalan Kelapa,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1476094|-5.1463200|119.4098068|119.4098775,,,,,,,,,,,,,,,,,,,,,
630,TIMUR KOPI,4.8,19,Cafe,-5.1474978,119.4109063,"Jalan H.A. Dg. Tompo, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",25048570,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190716984,-5.1475716,119.4109079,highway,residential,26,0.053388335240711,road,Jalan H.A. Dg. Tompo,,Jalan H.A. Dg. Tompo,,Losari,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90113,Indonesia,id,-5.1476824|-5.1475690|119.4091535|119.4110293,,,,,,,,,,,,,,,,,,,,,
631,"Kopi Gundah ""Menemanimu Saat Gelisah""",5,1,Coffee shop,-5.144104,119.4182366,"Jalan Gunung Nona Baru, Pisang Selatan, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",24634387,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1033669837,-5.1442262,119.4182388,highway,residential,26,0.053388335240711,road,Jalan Gunung Nona Baru,,Jalan Gunung Nona Baru,,Pisang Selatan,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1442523|-5.1441608|119.4176162|119.4213203,,,,,,,,,,,,,,,,,,,,,
632,Mr. dAV COFFEE,4.5,172,Cafe,-5.1402539,119.4113452,"Jalan Botolempangan, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",422428810,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,1449565428,-5.1402600,119.4113303,highway,tertiary,26,0.053388335240711,road,Jalan Botolempangan,,Jalan Botolempangan,,Sawerigading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90114,Indonesia,id,-5.1411581|-5.1389328|119.4107987|119.4116677,,,,,,,,,,,,,,,,,,,,,
633,Warunk Kopi Rotterdam,4.6,44,Coffee shop,-5.1354824,119.4064496,"Jalan Wage Rudolf Supratman, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",24745878,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190853804,-5.1353938,119.4064194,highway,tertiary,26,0.053388335240711,road,Jalan Wage Rudolf Supratman,,Jalan Wage Rudolf Supratman,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1354399|-5.1350806|119.4049330|119.4071630,,,,,,,,,,,,,,,,,,,,,
635,Jokka Coffee - Kopi Tamasya,4.9,14,Cafe,-5.1376206,119.4055803,"Jalan Pasar Ikan, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",422432257,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",way,190716944,-5.1376428,119.4054981,highway,secondary,26,0.053388335240711,road,Jalan Pasar Ikan,,Jalan Pasar Ikan,,Bulogading,Ujung Pandang,Makassar,Sulawesi Selatan,ID-SN,Sulawesi,ID-SL,90171,Indonesia,id,-5.1382984|-5.1362657|119.4051260|119.4056807,,,,,,,,,,,,,,,,,,,,,
